Ref_Date,GEO,COMPONENTS,Vector,Coordinate,Value
2010/09,Canada,Deliveries to the United States,v44159007,1.8,2842323.0
2010/10,Canada,Deliveries to the United States,v44159007,1.8,2402668.0
2010/11,Canada,Deliveries to the United States,v44159007,1.8,2562892.0
2010/12,Canada,Deliveries to the United States,v44159007,1.8,3873172.0
2011/01,Canada,Deliveries to the United States,v44159007,1.8,4241323.0
2011/02,Canada,Deliveries to the United States,v44159007,1.8,3672338.0
2011/03,Canada,Deliveries to the United States,v44159007,1.8,3955549.0
2011/04,Canada,Deliveries to the United States,v44159007,1.8,3788001.0
2011/05,Canada,Deliveries to the United States,v44159007,1.8,4846651.0
2011/06,Canada,Deliveries to the United States,v44159007,1.8,4441849.0
2011/07,Canada,Deliveries to the United States,v44159007,1.8,5960986.0
2011/08,Canada,Deliveries to the United States,v44159007,1.8,5521981.0
2011/09,Canada,Deliveries to the United States,v44159007,1.8,4000875.0
2011/10,Canada,Deliveries to the United States,v44159007,1.8,3577903.0
2011/11,Canada,Deliveries to the United States,v44159007,1.8,3333021.0
2011/12,Canada,Deliveries to the United States,v44159007,1.8,4115586.0
2012/01,Canada,Deliveries to the United States,v44159007,1.8,4078760.0
2012/02,Canada,Deliveries to the United States,v44159007,1.8,3477900.0
2012/03,Canada,Deliveries to the United States,v44159007,1.8,4111313.0
2012/04,Canada,Deliveries to the United States,v44159007,1.8,4922529.0
2012/05,Canada,Deliveries to the United States,v44159007,1.8,5396483.0
2012/06,Canada,Deliveries to the United States,v44159007,1.8,5327151.0
2012/07,Canada,Deliveries to the United States,v44159007,1.8,6601002.0
2012/08,Canada,Deliveries to the United States,v44159007,1.8,6273071.0
2012/09,Canada,Deliveries to the United States,v44159007,1.8,4819873.0
2012/10,Canada,Deliveries to the United States,v44159007,1.8,4272844.0
2012/11,Canada,Deliveries to the United States,v44159007,1.8,4531716.0
2012/12,Canada,Deliveries to the United States,v44159007,1.8,4221758.0
2013/01,Canada,Deliveries to the United States,v44159007,1.8,4829242.0
2013/02,Canada,Deliveries to the United States,v44159007,1.8,4521790.0
2013/03,Canada,Deliveries to the United States,v44159007,1.8,5037927.0
2013/04,Canada,Deliveries to the United States,v44159007,1.8,4558312.0
2013/05,Canada,Deliveries to the United States,v44159007,1.8,5434880.0
2013/06,Canada,Deliveries to the United States,v44159007,1.8,5700809.0
2013/07,Canada,Deliveries to the United States,v44159007,1.8,6315272.0
2013/08,Canada,Deliveries to the United States,v44159007,1.8,6428513.0
2013/09,Canada,Deliveries to the United States,v44159007,1.8,5115295.0
2013/10,Canada,Deliveries to the United States,v44159007,1.8,4763841.0
2013/11,Canada,Deliveries to the United States,v44159007,1.8,4668125.0
2013/12,Canada,Deliveries to the United States,v44159007,1.8,4780263.0
2014/01,Canada,Deliveries to the United States,v44159007,1.8,4853466.0
2014/02,Canada,Deliveries to the United States,v44159007,1.8,3813088.0
2014/03,Canada,Deliveries to the United States,v44159007,1.8,4984556.0
2014/04,Canada,Deliveries to the United States,v44159007,1.8,4191107.0
2014/05,Canada,Deliveries to the United States,v44159007,1.8,4792665.0
2014/06,Canada,Deliveries to the United States,v44159007,1.8,4885078.0
2014/07,Canada,Deliveries to the United States,v44159007,1.8,5696365.0
2014/08,Canada,Deliveries to the United States,v44159007,1.8,6067686.0
2014/09,Canada,Deliveries to the United States,v44159007,1.8,5429566.0
2014/10,Canada,Deliveries to the United States,v44159007,1.8,3823724.0
2014/11,Canada,Deliveries to the United States,v44159007,1.8,4902228.0
2014/12,Canada,Deliveries to the United States,v44159007,1.8,5355157.0
2015/01,Canada,Deliveries to the United States,v44159007,1.8,5424706.0
2015/02,Canada,Deliveries to the United States,v44159007,1.8,4953426.0
2015/03,Canada,Deliveries to the United States,v44159007,1.8,6012486.0
2015/04,Canada,Deliveries to the United States,v44159007,1.8,5785970.0
2015/05,Canada,Deliveries to the United States,v44159007,1.8,5920650.0
2015/06,Canada,Deliveries to the United States,v44159007,1.8,5925959.0
2015/07,Canada,Deliveries to the United States,v44159007,1.8,6121143.0
2015/08,Canada,Deliveries to the United States,v44159007,1.8,6179551.0
2015/09,Canada,Deliveries to the United States,v44159007,1.8,5834924.0
2015/10,Canada,Deliveries to the United States,v44159007,1.8,4580981.0
2015/11,Canada,Deliveries to the United States,v44159007,1.8,5168630.0
2015/12,Canada,Deliveries to the United States,v44159007,1.8,5188578.0
2008/01,Canada,Total firm deliveries,v44159008,1.9,1455905.0
2008/02,Canada,Total firm deliveries,v44159008,1.9,1333178.0
2008/03,Canada,Total firm deliveries,v44159008,1.9,1235595.0
2008/04,Canada,Total firm deliveries,v44159008,1.9,1560270.0
2008/05,Canada,Total firm deliveries,v44159008,1.9,2217951.0
2008/06,Canada,Total firm deliveries,v44159008,1.9,2090952.0
2008/07,Canada,Total firm deliveries,v44159008,1.9,2285822.0
2008/08,Canada,Total firm deliveries,v44159008,1.9,1672841.0
2008/09,Canada,Total firm deliveries,v44159008,1.9,1350004.0
2008/10,Canada,Total firm deliveries,v44159008,1.9,1510751.0
2008/11,Canada,Total firm deliveries,v44159008,1.9,1249474.0
2008/12,Canada,Total firm deliveries,v44159008,1.9,1571576.0
2009/01,Canada,Total firm deliveries,v44159008,1.9,1841579.0
2009/02,Canada,Total firm deliveries,v44159008,1.9,1562274.0
2009/03,Canada,Total firm deliveries,v44159008,1.9,1649767.0
2009/04,Canada,Total firm deliveries,v44159008,1.9,1451098.0
2009/05,Canada,Total firm deliveries,v44159008,1.9,1783813.0
2009/06,Canada,Total firm deliveries,v44159008,1.9,1812629.0
2009/07,Canada,Total firm deliveries,v44159008,1.9,2387261.0
2009/08,Canada,Total firm deliveries,v44159008,1.9,2004684.0
2009/09,Canada,Total firm deliveries,v44159008,1.9,1305371.0
2009/10,Canada,Total firm deliveries,v44159008,1.9,1287702.0
2009/11,Canada,Total firm deliveries,v44159008,1.9,1068530.0
2009/12,Canada,Total firm deliveries,v44159008,1.9,1164510.0
2010/01,Canada,Total firm deliveries,v44159008,1.9,1221094.0
2010/02,Canada,Total firm deliveries,v44159008,1.9,1187322.0
2010/03,Canada,Total firm deliveries,v44159008,1.9,1135499.0
2010/04,Canada,Total firm deliveries,v44159008,1.9,1115085.0
2010/05,Canada,Total firm deliveries,v44159008,1.9,919097.0
2010/06,Canada,Total firm deliveries,v44159008,1.9,1050758.0
2010/07,Canada,Total firm deliveries,v44159008,1.9,1460387.0
2010/08,Canada,Total firm deliveries,v44159008,1.9,1129873.0
2010/09,Canada,Total firm deliveries,v44159008,1.9,1202287.0
2010/10,Canada,Total firm deliveries,v44159008,1.9,1042081.0
2010/11,Canada,Total firm deliveries,v44159008,1.9,920541.0
2010/12,Canada,Total firm deliveries,v44159008,1.9,1315989.0
2011/01,Canada,Total firm deliveries,v44159008,1.9,1323791.0
2011/02,Canada,Total firm deliveries,v44159008,1.9,1001969.0
2011/03,Canada,Total firm deliveries,v44159008,1.9,1100073.0
2011/04,Canada,Total firm deliveries,v44159008,1.9,1046535.0
2011/05,Canada,Total firm deliveries,v44159008,1.9,1194807.0
2011/06,Canada,Total firm deliveries,v44159008,1.9,1188780.0
2011/07,Canada,Total firm deliveries,v44159008,1.9,1408960.0
2011/08,Canada,Total firm deliveries,v44159008,1.9,1272145.0
2011/09,Canada,Total firm deliveries,v44159008,1.9,1084582.0
2011/10,Canada,Total firm deliveries,v44159008,1.9,1022598.0
2011/11,Canada,Total firm deliveries,v44159008,1.9,1143842.0
2011/12,Canada,Total firm deliveries,v44159008,1.9,1060374.0
2012/01,Canada,Total firm deliveries,v44159008,1.9,1173231.0
2012/02,Canada,Total firm deliveries,v44159008,1.9,1049938.0
2012/03,Canada,Total firm deliveries,v44159008,1.9,1307735.0
2012/04,Canada,Total firm deliveries,v44159008,1.9,1501390.0
2012/05,Canada,Total firm deliveries,v44159008,1.9,1132449.0
2012/06,Canada,Total firm deliveries,v44159008,1.9,1333965.0
2012/07,Canada,Total firm deliveries,v44159008,1.9,1326758.0
2012/08,Canada,Total firm deliveries,v44159008,1.9,1447951.0
2012/09,Canada,Total firm deliveries,v44159008,1.9,1190917.0
2012/10,Canada,Total firm deliveries,v44159008,1.9,1193228.0
2012/11,Canada,Total firm deliveries,v44159008,1.9,1086220.0
2012/12,Canada,Total firm deliveries,v44159008,1.9,1139240.0
2013/01,Canada,Total firm deliveries,v44159008,1.9,1221823.0
2013/02,Canada,Total firm deliveries,v44159008,1.9,1073387.0
2013/03,Canada,Total firm deliveries,v44159008,1.9,1039066.0
2013/04,Canada,Total firm deliveries,v44159008,1.9,1123598.0
2013/05,Canada,Total firm deliveries,v44159008,1.9,1288000.0
2013/06,Canada,Total firm deliveries,v44159008,1.9,1392492.0
2013/07,Canada,Total firm deliveries,v44159008,1.9,1528661.0
2013/08,Canada,Total firm deliveries,v44159008,1.9,1474878.0
2013/09,Canada,Total firm deliveries,v44159008,1.9,1105655.0
2013/10,Canada,Total firm deliveries,v44159008,1.9,1064027.0
2013/11,Canada,Total firm deliveries,v44159008,1.9,1051486.0
2013/12,Canada,Total firm deliveries,v44159008,1.9,1023367.0
2014/01,Canada,Total firm deliveries,v44159008,1.9,1184787.0
2014/02,Canada,Total firm deliveries,v44159008,1.9,900469.0
2014/03,Canada,Total firm deliveries,v44159008,1.9,1606815.0
2014/04,Canada,Total firm deliveries,v44159008,1.9,1008452.0
2014/05,Canada,Total firm deliveries,v44159008,1.9,1319240.0
2014/06,Canada,Total firm deliveries,v44159008,1.9,1320714.0
2014/07,Canada,Total firm deliveries,v44159008,1.9,1480751.0
2014/08,Canada,Total firm deliveries,v44159008,1.9,1491461.0
2014/09,Canada,Total firm deliveries,v44159008,1.9,1411798.0
2014/10,Canada,Total firm deliveries,v44159008,1.9,1016742.0
2014/11,Canada,Total firm deliveries,v44159008,1.9,982904.0
2014/12,Canada,Total firm deliveries,v44159008,1.9,1153623.0
2015/01,Canada,Total firm deliveries,v44159008,1.9,1250589.0
2015/02,Canada,Total firm deliveries,v44159008,1.9,1301604.0
2015/03,Canada,Total firm deliveries,v44159008,1.9,1383930.0
2015/04,Canada,Total firm deliveries,v44159008,1.9,1049305.0
2015/05,Canada,Total firm deliveries,v44159008,1.9,1155628.0
2015/06,Canada,Total firm deliveries,v44159008,1.9,1137514.0
2015/07,Canada,Total firm deliveries,v44159008,1.9,1046128.0
2015/08,Canada,Total firm deliveries,v44159008,1.9,1015496.0
2015/09,Canada,Total firm deliveries,v44159008,1.9,803347.0
2015/10,Canada,Total firm deliveries,v44159008,1.9,797089.0
2015/11,Canada,Total firm deliveries,v44159008,1.9,877054.0
2015/12,Canada,Total firm deliveries,v44159008,1.9,902689.0
2008/01,Canada,Firm deliveries to the United States,v44158997,1.11,1455905.0
2008/02,Canada,Firm deliveries to the United States,v44158997,1.11,1333178.0
2008/03,Canada,Firm deliveries to the United States,v44158997,1.11,1235595.0
2008/04,Canada,Firm deliveries to the United States,v44158997,1.11,1560270.0
2008/05,Canada,Firm deliveries to the United States,v44158997,1.11,2217951.0
2008/06,Canada,Firm deliveries to the United States,v44158997,1.11,2090952.0
2008/07,Canada,Firm deliveries to the United States,v44158997,1.11,2285822.0
2008/08,Canada,Firm deliveries to the United States,v44158997,1.11,1672841.0
2008/09,Canada,Firm deliveries to the United States,v44158997,1.11,1350004.0
2008/10,Canada,Firm deliveries to the United States,v44158997,1.11,1510751.0
2008/11,Canada,Firm deliveries to the United States,v44158997,1.11,1249474.0
2008/12,Canada,Firm deliveries to the United States,v44158997,1.11,1571576.0
2009/01,Canada,Firm deliveries to the United States,v44158997,1.11,1841579.0
